gene,spearman_r,pval
RBX1,0.0641781562490612,6.491387436325114e-31
BCAM,0.06414932488067399,6.896919554715815e-31
MRPL57,0.06403086429069216,8.844313192891835e-31
RPS4Y1,0.06391358168365428,1.1308463014780014e-30
PHPT1,0.06365807658721767,1.9287094464814517e-30
NDUFB1,0.06342120103737663,3.157912138107138e-30
MRPS21,0.0629609195688296,8.188848545337003e-30
VPS28,0.06292637768417282,8.793413150229728e-30
IFITM3,0.06286906419557683,9.895744476754056e-30
SMIM26,0.06282024980146117,1.0942003842649056e-29
SCAMP1-AS1,0.06272268182763853,1.3373293819952686e-29
FBN1,0.06260016386906471,1.7197812398143166e-29
PRKCB,0.0625614001680236,1.8620445868664515e-29
COTL1,0.06230000187556182,3.1783102294559617e-29
DYNLL1,0.06208255586883131,4.950207780605667e-29
SLC1A3,0.061927739475189564,6.779850038541966e-29
OSR1,0.06134189681770278,2.213371531865051e-28
ISCU,0.06105594857060537,3.927318609441366e-28
PAX1,0.06074096998436459,7.363528123530128e-28
NEU4,0.06068187907155579,8.282161738828057e-28
UFC1,0.06050414405016665,1.1787440223758903e-27
CNTNAP2,0.06045457686214177,1.3004269814416507e-27
CPLX1,0.0603652342000645,1.5520398219787272e-27
SERPINE1,0.0600064010986735,3.149877620074888e-27
MSLN,0.05936063595739225,1.1140584165864405e-26
CAPN14,0.05901574761188101,2.175213893090021e-26
ENSG00000272944,0.05845031940857462,6.460858549706831e-26
NETO2,0.058384993710751,7.321880950021187e-26
SNX3,0.0581754485323179,1.092695222118481e-25
ENSG00000267688,0.058074415843685535,1.3246859680609985e-25
MT-ND6,0.05774357312434637,2.482616668193774e-25
CDH6,0.057646680786525635,2.9820198159239846e-25
CANX,0.05710010034746854,8.338189975604202e-25
DEPDC7,0.056974906157233704,1.0538155794398194e-24
ENSG00000234862,0.0566810113154498,1.8223129321131636e-24
SEC61G,0.056440700180847785,2.8458435710640228e-24
ENSG00000271933,0.05635492623184133,3.335119430820635e-24
ENSG00000260658,0.055207059443069924,2.7240102846377657e-23
BANF1,0.054953783126606294,4.3049444230099014e-23
IRF2BP1,0.05492263358160154,4.5535478987830383e-23
PPM1N,0.05465624905258947,7.350313264563456e-23
MT-ND3,0.05446943934200114,1.0269420503983977e-22
S100A7,0.05422530692738002,1.5871350502142514e-22
LINC00987,0.05349149862543388,5.805904301820721e-22
KHDC1L,0.05347215379157756,6.006427645994425e-22
PNKD,0.0531277958706156,1.0970782412214636e-21
CD151,0.052884407623227096,1.6754998840055035e-21
GJC3,0.05284738491261235,1.7866780333876387e-21
